BrandName,TotalRecalls,UniqueProducts,UniquePathogens,YearsActive,DominantPathogen,DominantClass,DominantSeason,FirstRecall,LastRecall,AvgDaysBetweenRecalls,ClassI,ClassII,ClassIII,UnknownClass,ClassI_Pct,ClassII_Pct,ClassIII_Pct,UnknownClass_Pct
Kian Meat Shop (Woodbridge),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-11,2017-05-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Lick'S,1,1,1,1,microbiological (quality) yeasts,Class III,Summer,2013-08-19,2013-08-19,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Kennie Macwilliams Seafoods Ltd.,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class II,Summer,2014-07-18,2014-07-18,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Life120,1,1,1,1,microbiological (quality) generic e.coli,Class II,Summer,2022-08-24,2022-08-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Kelly'S,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-18,2021-11-18,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Light Cellar Super Foods,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-07-24,2014-07-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Keg Brands,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-18,2012-09-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Little Wing Oysters,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Livno Meats,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2012-02-04,2012-02-04,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Lm /Le Meilleur,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2013-05-16,2013-05-16,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Karrara,1,1,1,1,microbiological (quality) yeasts,Class III,Spring,2017-05-03,2017-05-03,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Karo Frais / Fresh,1,1,1,1,microbiological (other),Class III,Winter,2015-12-09,2015-12-09,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Karlovo,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-29,2019-10-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
K-Fresh Fresh Produce,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2022-09-18,2022-09-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Lost Acre Variety,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-23,2017-06-23,0.0,0,1,0,0,0.0,100.0,0.0,0.0
K-Fresh,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2024-03-14,2024-03-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Lotus Fine Food,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2012-04-20,2012-04-20,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Juici Patties,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2015-03-06,2015-03-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Leone Fine Food (Woodbridge),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-10,2017-05-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Lemin Food,1,1,1,1,microbiological (quality) molds,Class III,Summer,2018-08-28,2018-08-28,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Komera Original,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2023-03-30,2023-03-30,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Le Cru Du Clocher,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2012-09-13,2012-09-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
La Terre Des Bisons,1,1,1,1,microbiological (pathogenic) e.coli,Class I,Summer,2019-07-16,2019-07-16,0.0,1,0,0,0,100.0,0.0,0.0,0.0
La Golosa Di Puglia,1,1,1,1,microbiological (quality) generic e.coli,Class II,Summer,2020-08-25,2020-08-25,0.0,0,1,0,0,0.0,100.0,0.0,0.0
La Vecchia Fattoria,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2012-04-01,2012-04-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Lafleur,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-11-25,2019-11-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
La Branche D'Olivier,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-20,2012-08-20,0.0,0,1,0,0,0.0,100.0,0.0,0.0
La Barberie,1,1,1,1,microbiological (other),Class III,Summer,2017-08-10,2017-08-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
L.A. Lucky,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2017-05-25,2017-05-25,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Lavergne Western Beef Inc,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,1,0,0,0,100.0,0.0,0.0,0.0
L'Alpette,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2014-08-28,2014-08-28,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Le Cendré De Notre-Dame,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2023-01-14,2023-01-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Le Champ Du Coq,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2013-04-19,2013-04-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Le Fleurmier De Charlevoix,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Spring,2014-03-21,2014-03-21,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Leavoy Rowe Beef Company Inc.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-25,2019-10-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Le Fromage Au Village Inc.,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2023-02-13,2023-02-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Le Grand Fromage,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2023-12-28,2023-12-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Kristapson'S,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2012-04-17,2012-04-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Krinos,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2012-10-29,2012-10-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Le Pic,1,1,1,1,microbiological (pathogenic) e.coli,Class I,Spring,2019-04-29,2019-04-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Krema,1,1,1,1,"microbiological (quality) coliform, microbiological (quality) molds, microbiological (quality) yeasts",Class III,Summer,2011-08-18,2011-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Kredl'S Corner Market,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class III,Spring,2014-05-05,2014-05-05,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Leadbetter Foods Inc,1,1,1,1,"microbiological (pathogenic) clostridium perfringens, microbiological (pathogenic) staphylococcus aureus",Class III,Summer,2012-08-10,2012-08-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Leadbetters,1,1,1,1,microbiological (quality) acc,Class III,Spring,2021-04-07,2021-04-07,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Leamington Food Outlet,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-18,2019-10-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Komo Gway,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2017-06-01,2017-06-01,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Lucille'S/ Lucilles,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Lufa Farms Inc. / Les Fermes Lufa Inc.,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2018-06-29,2018-06-29,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mediterranean Meat And Del,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-18,2019-10-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Lynn'S Bakery & Deli,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Spring,2017-05-11,2017-05-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Maple Lodge Farms,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Inari,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2022-04-11,2022-04-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
In-Dey-Go Fundraising Inc.,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-16,2017-06-16,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Marche Victoria,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-10,2012-08-10,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Marilu'S,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Imperial Caviar Et Seafood,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2016-09-15,2016-09-15,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Imane,1,1,1,1,microbiological (undetermined),Class III,Fall,2015-10-22,2015-10-22,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Market Town,1,1,1,1,microbiological (undetermined),Class III,Spring,2015-04-16,2015-04-16,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Market Town Co-Op,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-21,2014-03-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Marketplace,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Marketplace Co-Op,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Marketplace Co-Op/Federated,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-07,2011-09-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Ikea,1,1,1,1,microbiological (other),Class II,Winter,2018-02-27,2018-02-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Ihoc,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2017-10-19,2017-10-19,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Iga Lakeview,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-03-03,2015-03-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mcarthur Food Market,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-10,2012-08-10,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mccain,1,1,1,1,microbiological (pathogenic) e.coli,Class III,Summer,2016-07-15,2016-07-15,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Iga / Marketplace Iga,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-16,2012-10-16,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mccain Chef Sensations,1,1,1,1,"microbiological (pathogenic) listeria, microbiological (pathogenic) salmonella",Class II,Fall,2018-10-12,2018-10-12,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Howard'S Cove / Anglais Seulement,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-07-02,2014-07-02,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mcewans,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Md,1,1,1,1,microbiological (quality) molds,Class III,Fall,2013-10-07,2013-10-07,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Meddo Belle,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-17,2014-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Horn'S Deli,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mediterranean Gourmet,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2014-09-17,2014-09-17,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Maple Leaf Natural Selections,1,1,1,1,microbiological (other),Class III,Summer,2017-07-17,2017-07-17,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Indican,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2016-05-12,2016-05-12,0.0,1,0,0,0,100.0,0.0,0.0,0.0
International Supermarket (Toronto),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-09,2017-05-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Jenny Craig,1,1,1,1,"microbiological (pathogenic) listeria, microbiological (pathogenic) salmonella",Class I,Fall,2018-10-22,2018-10-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
M&L Gourmet Selection,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-07,2011-09-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
M&M,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-10-04,2019-10-04,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mac'S,1,1,1,1,microbiological (quality) acc,Class III,Fall,2014-09-16,2014-09-16,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Joyce Point,1,1,1,1,microbiological (other),Class III,Spring,2022-04-13,2022-04-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
John Vince Foods,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Joes Tasty Travels,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Joes Gold Reid X Smalls,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Joes Gold,1,1,1,1,microbiological (other),Class III,Spring,2022-04-13,2022-04-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Maison Maurice Dufour,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Spring,2014-05-01,2014-05-01,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Joe'S Gold Reid X Smalls,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Mallet / L' Étang Ruisseau Bar Ltée.,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2018-08-03,2018-08-03,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Jeden Tag,1,1,1,1,microbiological (quality) molds,Class III,Spring,2024-03-06,2024-03-06,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Maple Dale Cheese Co. And Pc,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2023-02-24,2023-02-24,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Jardi,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-06,2012-08-06,0.0,0,1,0,0,0.0,100.0,0.0,0.0
"Mann""S",1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2017-10-19,2017-10-19,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Jaam E Jam Meat Shop,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-18,2019-10-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
J.J. Derma Meats,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Italian Center Shop,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2018-05-26,2018-05-26,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Island Farms,1,1,1,1,microbiological (quality) coliform,Class III,Summer,2015-08-21,2015-08-21,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Irrésistibles / Irresistibles,1,1,1,1,microbiological (other),Class I,Summer,2021-07-30,2021-07-30,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mann'S Organic,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-11-03,2019-11-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Irrésistibles,1,1,1,1,microbiological (quality) molds,Class III,Winter,2012-12-21,2012-12-21,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Irrésistible,1,1,1,1,microbiological (quality) molds,Class III,Winter,2012-12-21,2012-12-21,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Iqbal Foods,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-10,2012-08-10,0.0,0,1,0,0,0.0,100.0,0.0,0.0
None / Aucune - Al-Ghani Halal Meat,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-11-06,2019-11-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None / Aucune - Brandt Meat Packers,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None / Aucune - Food Village,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Postmark Brewing,1,1,1,1,microbiological (quality) yeasts,Class III,Fall,2018-10-11,2018-10-11,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Pecorino,1,1,1,1,microbiological (quality) generic e.coli,Class II,Summer,2018-06-15,2018-06-15,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Enfamil Nutramigen,1,1,1,1,microbiological (pathogenic) cronobacter sakazakii,Class I,Winter,2024-01-02,2024-01-02,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Enfamil A+,1,1,1,1,microbiological (other),Class II,Summer,2014-07-11,2014-07-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Peppo'S,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2014-09-26,2014-09-26,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Encounter,1,1,1,1,microbiological (other),Class III,Fall,2012-09-05,2012-09-05,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Emma,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2013-06-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Emerald Cove,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2017-06-01,2017-06-01,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Pete'S Gluten Free,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-06-07,2014-06-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Peter'S Food Shop (Aurora),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-10,2017-05-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Ellada,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2014-09-20,2014-09-20,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Pfenning'S Organic Vegetables,1,1,1,1,microbiological (other),Class III,Summer,2016-06-30,2016-06-30,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Elan,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-19,2021-11-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Picard Peanuts Ltd.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Egg Rolls Du Lac,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-17,2016-06-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Eel Lake Oyster Farm,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2014-10-27,2014-10-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Ecoato,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-07-28,2014-07-28,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Eating Right,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2011-05-07,2011-05-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Pinty'S (Food Service),1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2015-08-15,2015-08-15,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Pinwheel,1,1,1,1,microbiological (quality) yeasts,Class III,Summer,2021-07-30,2021-07-30,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Planters,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Poco'S Hometown Grocer,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-04,2019-10-04,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Point. G / « Point. G »,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Ponderosa Mushrooms,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2012-09-16,2012-09-16,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Eating New Creations,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-03,2019-10-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Port Salut,1,1,1,1,microbiological (quality) generic e.coli,Class III,Summer,2013-08-12,2013-08-12,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Entrepôt De Viandes,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-17,2012-09-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Entrée Plus Foods,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-10-03,2019-10-03,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Euro-Balkan Specialty Foods,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Fall,2018-10-11,2018-10-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Palmex,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2011-07-14,2011-07-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Oysters N/Shell Shakespeare Crk,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
P&H,1,1,1,1,microbiological (pathogenic) e.coli,Class I,Summer,2016-07-07,2016-07-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Pachranga Foods,1,1,1,1,microbiological (quality) molds,Class III,Winter,2012-02-16,2012-02-16,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Pacific,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class III,Fall,2017-10-13,2017-10-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Factor,1,1,1,1,microbiological (undetermined),Class II,Winter,2023-12-22,2023-12-22,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Packaged For Use By Pizza Hut/ Emballe Pour Ph,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2013-01-13,2013-01-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Packaged For Use By Yum/ Emballe Pour Yum,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2013-01-13,2013-01-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Packed For Centennial Food Services,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-17,2014-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Packed For Dutchman Dairy Dairy,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2014-02-28,2014-02-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Packer,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2015-09-09,2015-09-09,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Facos,1,1,1,1,microbiological (other),Class III,Summer,2013-08-13,2013-08-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Extrafresh,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2020-08-22,2020-08-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Pc Blue Menu / Menu Bleu,1,1,1,1,microbiological (other),Class III,Spring,2013-05-31,2013-05-31,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Pangea Shellfish & Seafood Co. Inc.,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2016-08-31,2016-08-31,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Pantry Shelf,1,1,1,1,microbiological (undetermined),Class III,Winter,2012-01-11,2012-01-11,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Extra,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2014-07-08,2014-07-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Expressco,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Paradise Island Cheese,1,1,1,1,microbiological (other),Class II,Spring,2018-05-29,2018-05-29,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Paradise Oysters,1,1,1,1,microbiological (quality) generic e.coli,Class II,Spring,2015-03-05,2015-03-05,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Parador Plus,1,1,1,1,"microbiological (quality) molds, microbiological (quality) yeasts",Class III,Fall,2019-09-20,2019-09-20,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Parent'S Choice / Le Choix Du Parent,1,1,1,1,microbiological (other),Class I,Fall,2019-10-30,2019-10-30,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Express,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-03,2019-10-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Pasta Co,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2017-03-17,2017-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Pastene,1,1,1,1,microbiological (undetermined),Class III,Winter,2021-02-08,2021-02-08,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Eat Sum More,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2024-03-27,2024-03-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Pousses & Cie,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2019-05-21,2019-05-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
